Brand," DNLA"," SKU_NO"," SEQNUM"," SELL_POINT",
185327,N,11085,1,"Anodized Black Aluminum Construction"
185327,N,11085,2,"Adjusts to any angle"
185327,N,11085,3,"Tilts 180&deg;, Swivels 360&deg;"
185327,N,11085,4,"Adjustable cold shoe"
185327,N,11085,5,"Mounts vertically or horizontally"
185327,N,11085,6,"Accepts up to 60-inch umbrellas "
185327,N,11085,7,"1/4 and 3/8 in. male and female adapters included"
185327,N,11085,8,"Mounts small light fixtures"
185327,N,10674,1,"Two, easy-grip handles"
185327,N,10674,2,"32-inch circle reflector"
185327,N,10674,3,"Colors: Gold, silver"
185327,N,10674,4,"2 Threaded 3/8"" Sockets"
185327,N,10674,5,"Folding, collapsible design"
185327,N,10674,6,"Spring steel loop frame"
185327,N,10674,7,"Lightweight and portable "
185327,N,10674,8,"Carrying bag"
185327,N,10659,1,"Two, easy-grip handles"
185327,N,10659,2,"52-inch circle reflector"
185327,N,10659,3,"Colors: Soft gold, white"
185327,N,10659,4,"Two Threaded 3/8"" Sockets"
185327,N,10659,5,"Folding, collapsible design"
185327,N,10659,6,"Spring steel loop frame"
185327,N,10659,7,"Lightweight and portable "
185327,N,10659,8,"Carrying bag"
185327,N,10657,1,"Two, easy-grip handles"
185327,N,10657,2,"52-inch circle reflector"
185327,N,10657,3,"Colors: Gold, silver"
185327,N,10657,4,"Two Threaded 3/8"" Sockets"
185327,N,10657,5,"Folding, collapsible design"
185327,N,10657,6,"Spring steel loop frame"
185327,N,10657,7,"Lightweight and portable "
185327,N,10657,8,"Carrying bag"
185327,N,10656,1,"Two, easy-grip handles"
185327,N,10656,2,"42-inch circle reflector"
185327,N,10656,3,"Translucent fabric"
185327,N,10656,4,"Two Threaded 3/8"" Sockets"
185327,N,10656,5,"Folding, collapsible design"
185327,N,10656,6,"Spring steel loop frame"
185327,N,10656,7,"Lightweight and portable "
185327,N,10656,8,"Carrying bag"
185327,N,10651,1,"Two, easy-grip handles"
185327,N,10651,2,"42-inch circle reflector"
185327,N,10651,3,"Colors: silver, gold, white, black"
185327,N,10651,4,"Diffuser "
185327,N,10651,5,"Two Threaded 3/8"" Sockets"
185327,N,10651,6,"Folding, collapsible design"
185327,N,10651,7,"Spring steel loop frame"
185327,N,10651,8,"Lightweight and portable "
185327,N,10651,9,"Reversible zipper cover"
185327,N,10651,10,"Carrying bag"
185327,N,10652,1,"Two, easy-grip handles"
185327,N,10652,2,"42-inch circle reflector"
185327,N,10652,3,"Colors: Gold, silver"
185327,N,10652,4,"Two Threaded 3/8"" Sockets"
185327,N,10652,5,"Folding, collapsible design"
185327,N,10652,6,"Spring steel loop frame"
185327,N,10652,7,"Lightweight and portable "
185327,N,10652,8,"Carrying bag"
185327,N,10649,1,"Two, easy-grip handles"
185327,N,10649,2,"32-inch circle reflector"
185327,N,10649,3,"Colors: Silver, white"
185327,N,10649,4,"Two Threaded 3/8"" Sockets"
185327,N,10649,5,"Folding, collapsible design"
185327,N,10649,6,"Spring steel loop frame"
185327,N,10649,7,"Lightweight and portable "
185327,N,10649,8,"Carrying bag"
185327,N,10650,1,"Two, easy-grip handles"
185327,N,10650,2,"32-inch circle reflector"
185327,N,10650,3,"Translucent fabric"
185327,N,10650,4,"Two Threaded 3/8"" Sockets"
185327,N,10650,5,"Folding, collapsible design"
185327,N,10650,6,"Spring steel loop frame"
185327,N,10650,7,"Lightweight and portable "
185327,N,10650,8,"Carrying bag"
185327,N,10648,1,"Two, easy-grip handles"
185327,N,10648,2,"32-inch circle reflector"
185327,N,10648,3,"Colors: Soft gold, white"
185327,N,10648,4,"Two Threaded 3/8"" Sockets"
185327,N,10648,5,"Folding, collapsible design"
185327,N,10648,6,"Spring steel loop frame"
185327,N,10648,7,"Lightweight and portable "
185327,N,10648,8,"Carrying bag"
185338,N,8228,1,"3-Axis Motorized Gimbal Stabilizer"
185338,N,8228,2,"Supports Loads up to 1.9 lb"
185338,N,8228,3,"Quick Release Plate & Offset Adapter"
185338,N,8228,4,"Follow and Lock Modes"
185338,N,8228,5,"Inverted Mode for Low-Angle Shooting"
185338,N,8228,6,"Thumbstick for Pan and Tilt Adjustment"
185338,N,8228,7,"3/8""-16 Threaded Mounting Hole"
185338,N,8228,8,"5V USB Output"
185338,N,8228,9,"Powered by Three 18650 Batteries"
185338,N,8228,10,"USB-Powered LED Light Included"
185338,N,6349,1,"Integrated Teeth for Position Adjustment"
185338,N,6349,2,"1/4""-20 Camera Screw"
185338,N,6349,3,"Use as Spare or Replacement Plate"
185338,N,6348,1,"Integrated Teeth for Position Adjustment"
185338,N,6348,2,"1/4""-20 and 3/8""-16 Camera Screws"
185338,N,6348,3,"Register Pin"
185338,N,6348,4,"Use as Spare or Replacement Plate"
185338,N,6347,1,"15 lb Maximum Payload"
185338,N,6347,2,"Two-Axis, Multi-Piece Counterweights"
185338,N,6347,3,"Height-Adjustable Gimbal"
185338,N,6347,4,"2-Stage Center Column"
185338,N,6347,5,"Quick Release Camera Plate"
185338,N,6347,6,"Adjustment Knobs for Fine-Tuning Balance"
185338,N,6347,7,"1/4""-20 and 3/8""-16 Camera Screws"
185338,N,6347,8,"Carry Case Included"
185338,N,9669,1,"1.5 lb Maximum Payload"
185338,N,9669,2,"Height-Adjustable Gimbal"
185338,N,9669,3,"Quick-Release Camera Plate"
185338,N,9669,4,"Adjustment Knobs for Fine-Tuning Balance"
185338,N,9669,5,"1/4""-20 Camera Screw"
185338,N,9669,6,"Detachable Counterweight Disc"
185338,N,9669,7,"Compact at Only 10"" Long"
185338,N,9669,8,"Carry Case Included"
185338,N,8310,1,"Fits X-10 & Smooth Shooter Support Arms"
185338,N,8310,2,"Replaces Glidecam Mounting Post"
